Id,SalePrice
1461,108348.79169377545
1462,157190.50838260003
1463,167871.99766106275
1464,186236.4649887483
1465,217836.16023967625
1466,180315.35648624273
1467,173606.94964034343
1468,173278.1946730076
1469,208309.33382108714
1470,100217.68236947362
1471,208488.903141964
1472,117373.7010221614
1473,105531.23099253187
1474,162714.46004896262
1475,144066.56867543864
1476,326824.26649424876
1477,266250.43613445363
1478,294312.0105208813
1479,284903.6994481238
1480,385196.2472563947
1481,301033.9605124092
1482,233104.6151065256
1483,188678.05046502966
1484,193638.8701150401
1485,182986.18640834396
1486,212489.12383178365
1487,311964.46214188007
1488,268429.9570359243
1489,205309.25374680455
1490,202419.9716175662
1491,208976.0084575133
1492,95773.04294454516
1493,188829.32685415796
1494,286291.91390008037
1495,284095.8388131859
1496,223071.9615509368
1497,211575.771169645
1498,177245.50584612787
1499,177538.6626817179
1500,160087.97480307962
1501,176182.69372630655
1502,168380.118710269
1503,266599.94109895336
1504,242396.60419957177
1505,223323.08374422626
1506,211970.75051609077
1507,244013.33159623435
1508,196954.27364360285
1509,175225.32278410555
1510,146881.71746245702
1511,145128.46810195013
1512,164780.3882997788
1513,171087.32029116643
1514,163656.38428006996
1515,216816.21248588827
1516,154718.67158343736
1517,155870.8882518781
1518,168728.48740634206
1519,225031.51747936313
1520,122123.80034357519
1521,127555.11429641605
1522,184759.47172135068
1523,99464.59459723486
1524,107494.6773946539
1525,105156.94760237471
1526,107593.83829827071
1527,96730.50022478262
1528,144539.08654360287
1529,138496.8520809661
1530,184125.46298468485
1531,111937.25059833587
1532,76144.8986837992
1533,152474.6263829812
1534,141878.08191114594
1535,154111.4962753763
1536,113975.17764907912
1537,44911.46549971914
1538,185330.71751128975
1539,218770.26414349047
1540,135614.13193203672
1541,162077.3202384559
1542,151134.31383409188
1543,212036.96134352707
1544,56707.82756782253
1545,113713.695179058
1546,135565.00784399593
1547,120983.2985357435
1548,137684.39143144665
1549,111291.25970669626
1550,130742.1734141875
1551,123618.60762583767
1552,135911.41967073572
1553,137740.52243406046
1554,132140.73737057485
1555,156632.5279595682
1556,95367.31258303835
1557,107570.27043468482
1558,102628.56961553916
1559,97295.60381478467
1560,130965.01377535448
1561,144004.99275910924
1562,117985.07255632407
1563,102741.27671936224
1564,165933.20439363527
1565,141008.1531599618
1566,222211.85823625862
1567,68591.33136396273
1568,205503.58023351082
1569,101600.15095540346
1570,135819.3629490009
1571,116379.68924274459
1572,135462.33984471648
1573,235113.68953403644
1574,143640.20645961794
1575,215273.14383978047
1576,223429.30176642188
1577,204914.10374089866
1578,143857.1861363703
1579,140209.43607608764
1580,209029.17103823856
1581,130063.55370654282
1582,119565.18871342274
1583,299118.36019718903
1584,236594.22382223932
1585,153189.58676790516
1586,36639.49882416753
1587,94360.60581686813
1588,131974.61867043586
1589,95669.4114694593
1590,145387.88678929931
1591,71053.96639056853
1592,126119.99501215876
1593,120678.1319774019
1594,129134.96413023747
1595,115047.27553967317
1596,223601.00948684546
1597,185832.51278945454
1598,199128.47906968626
1599,201899.14194820146
1600,208592.30133312312
1601,1364.5237556952052
1602,122768.95703559299
1603,62879.66555682174
1604,255032.97268857714
1605,259892.00961970747
1606,169065.75895936345
1607,230619.54851730005
1608,225214.84138765908
1609,202451.50693905633
1610,148562.37921935483
1611,149113.38784394367
1612,180558.54906531353
1613,171038.52592061437
1614,112003.98764813156
1615,70427.40131516173
1616,70424.90605481504
1617,86310.64050171361
1618,115860.95245704101
1619,122741.54668646003
1620,200389.960345899
1621,143450.44038115512
1622,128081.60180136864
1623,260732.2525184916
1624,203098.00363718113
1625,120325.57674705726
1626,181757.12275490607
1627,186117.58208416705
1628,278377.3270169711
1629,194336.0048434988
1630,325302.5973747205
1631,236345.2101076271
1632,255628.00366753875
1633,179681.44456511992
1634,188180.81938478583
1635,170961.6399886422
1636,169918.68549362547
1637,176853.20655317558
1638,219295.52535680518
1639,201081.6074242692
1640,264009.2175464786
1641,201243.53145243204
1642,225482.12050282396
1643,246444.1134419327
1644,240770.86268215883
1645,177909.07695709844
1646,154516.6847729783
1647,180473.0481015353
1648,144162.99256470124
1649,120923.93600577419
1650,99068.95866584592
1651,109978.4977976922
1652,118052.97622857173
1653,117847.99733241857
1654,165873.22984426655
1655,167995.78766156896
1656,163388.74473467958
1657,166994.16613204125
1658,163947.9652483936
1659,144796.35911948234
1660,145570.65425764793
1661,346708.5054528911
1662,337680.35394950234
1663,325509.6327911059
1664,397465.24349290854
1665,300346.6869190822
1666,284222.35255941725
1667,309896.57395244646
1668,302326.03555600136
1669,279103.3376027709
1670,306045.3573964548
1671,246565.67554326006
1672,359563.53654031316
1673,282169.7639821861
1674,268879.06082372065
1675,191912.84275478194
1676,189518.09231239022
1677,212735.22766760574
1678,384196.8577134132
1679,315622.85701508704
1680,299923.8380869997
1681,261363.24438161147
1682,273668.8451169715
1683,214244.0683419346
1684,193733.0528789952
1685,176749.08406149526
1686,198593.39453092846
1687,182710.75167366466
1688,207763.93982709874
1689,204841.88588253036
1690,196613.95097216312
1691,185702.74672998
1692,258887.0304464528
1693,182467.172256232
1694,176896.54232234368
1695,183235.50677255308
1696,264614.78474709275
1697,183085.58390533994
1698,315340.67576883524
1699,299932.2146881651
1700,235142.2035776917
1701,265804.8409228155
1702,279361.3111635328
1703,271541.36290656007
1704,277374.6607505053
1705,237826.61587385624
1706,362073.6581515295
1707,220713.67374577397
1708,219029.48459501402
1709,284658.5710116185
1710,241118.98287880723
1711,253504.28686204017
1712,274333.24196727644
1713,251975.72883777996
1714,228743.79499779525
1715,208934.60875266674
1716,208724.8684405035
1717,200203.90329026454
1718,152701.43395265983
1719,216807.35844335123
1720,259384.2732867289
1721,198444.83626488503
1722,129444.33753077243
1723,151973.9645384315
1724,236218.2344823114
1725,231819.2543396752
1726,185957.18518172856
1727,182205.06238596444
1728,194054.7028591372
1729,160010.61552846874
1730,174696.3568092354
1731,121155.8135491875
1732,115698.90019925777
1733,100846.16545083025
1734,107415.17588263913
1735,113481.54329456482
1736,102730.51513263327
1737,288904.73908811226
1738,216409.89379815035
1739,310009.6756812858
1740,225992.01399548608
1741,191628.10029042908
1742,175514.29174216907
1743,190664.71813292918
1744,255203.53214114276
1745,238030.9344497407
1746,256314.46776341228
1747,221710.47537147976
1748,235790.18698788085
1749,149302.6629475574
1750,153334.65717073367
1751,245541.54781166767
1752,102254.80891814898
1753,174811.80606436147
1754,223576.6276572526
1755,167650.47150490968
1756,93008.21490857308
1757,97668.35644138977
1758,140994.82592699048
1759,164084.67729603848
1760,162206.46857585618
1761,150696.78364098887
1762,170926.6305744145
1763,183295.53080764576
1764,103913.85188383493
1765,206140.93256898317
1766,175656.72836130834
1767,200631.30874877865
1768,120059.56206424232
1769,189440.57295757905
1770,132426.05909372796
1771,124776.91435057926
1772,140256.43694148888
1773,104889.39200166427
1774,189215.89593201247
1775,131153.07304211822
1776,117806.65974780521
1777,84049.94546957943
1778,122404.521952471
1779,104630.34318472678
1780,187468.7832067425
1781,120321.93301584525
1782,52585.27878780966
1783,134741.51799834496
1784,72664.15143814753
1785,102989.63889570325
1786,163555.6875253541
1787,183740.5935872784
1788,-10229.984843503218
1789,94852.73209016584
1790,37846.050981310895
1791,245557.401741829
1792,164321.86378139514
1793,149773.82826236612
1794,151589.2213631824
1795,136562.18995356327
1796,122040.2258121979
1797,142426.4167132466
1798,111954.91239520791
1799,81263.33316790336
1800,111605.51565523935
1801,110181.79793396383
1802,174259.68739318918
1803,181676.37235795823
1804,129079.33016927796
1805,134208.74155357527
1806,147081.27323766449
1807,164677.5323009214
1808,119933.3289824503
1809,97558.58343058615
1810,133653.77636272763
1811,84234.20762018883
1812,94411.02720605908
1813,118934.38088422152
1814,74722.13637620327
1815,-2565.755784551846
1816,75418.08727490786
1817,101113.62487450568
1818,155576.13576943008
1819,133687.1297382994
1820,39154.0235623701
1821,138750.21565913945
1822,172755.33907653042
1823,8172.611070503714
1824,143767.2706746715
1825,121532.09937485796
1826,91508.53835724993
1827,110008.20143222506
1828,121989.7427080858
1829,158437.91592753748
1830,163063.93209314835
1831,184558.56381657557
1832,134858.39366012788
1833,155139.6997207331
1834,138701.36807348882
1835,167754.74302372453
1836,159526.8132090089
1837,52204.1894370853
1838,129882.81473146589
1839,68945.6155567898
1840,113563.75620275154
